8.000000000000000444e-01 4.294887185096737880e+01 -7.586739957332605400e+02
8.100000000000000533e-01 3.598357584165874812e+01 -6.379998246607858619e+02
8.200000000000000622e-01 3.012304283998422960e+01 -5.371001829286435623e+02
8.300000000000000711e-01 2.518699889241600687e+01 -4.525926116151549081e+02
8.400000000000000799e-01 2.102586028874193147e+01 -3.817004564996566387e+02
8.500000000000000888e-01 1.751526406633816535e+01 -3.221393046447510642e+02
8.600000000000000977e-01 1.455161866704065865e+01 -2.720256660346002491e+02
8.700000000000001066e-01 1.204847592405334922e+01 -2.298033564896713870e+02
8.800000000000001155e-01 9.933565963894304574e+00 -1.941840038029061475e+02
8.900000000000001243e-01 8.146368470645239057e+00 -1.640988516436566442e+02
9.000000000000001332e-01 6.636118953252897690e+00 -1.386596239942764726e+02
9.100000000000001421e-01 5.360168630798916034e+00 -1.171266739304389546e+02
9.200000000000001510e-01 4.282632428455785067e+00 -9.888300292711133466e+01
9.300000000000001599e-01 3.373272230802717431e+00 -8.341302245829614037e+01
9.400000000000001688e-01 2.606572649163244826e+00 -7.028515532624233231e+01
9.500000000000001776e-01 1.960974656887602308e+00 -5.913755293752267761e+01
9.600000000000001865e-01 1.418238947267662198e+00 -4.966634673849589632e+01
9.700000000000001954e-01 9.629161000280683780e-01 -4.161596507922637045e+01
9.800000000000002043e-01 5.819048616304449695e-01 -3.477113700810573960e+01
9.900000000000002132e-01 2.640832553276695194e-01 -2.895027668688204514e+01
1.000000000000000222e+00 -5.329070518200751394e-15 -2.399999999999990052e+01
1.010000000000000231e+00 -2.183840399562169132e-01 -1.979057145210526869e+01
1.020000000000000240e+00 -3.979128264181461816e-01 -1.621211691710864145e+01
1.030000000000000249e+00 -5.444175059627283098e-01 -1.317146804743196853e+01
1.040000000000000258e+00 -6.628699046003241335e-01 -1.058952861761498099e+01
1.050000000000000266e+00 -7.575119138362746973e-01 -8.399072907851177661e+00
1.060000000000000275e+00 -8.319647074507048323e-01 -6.542902340701658659e+00
1.070000000000000284e+00 -8.893210583031101457e-01 -4.972299693419579114e+00
1.080000000000000293e+00 -9.322234729484539795e-01 -3.645730897975035134e+00
1.090000000000000302e+00 -9.629304071021214106e-01 -2.527753174197892250e+00
1.100000000000000311e+00 -9.833724493736828443e-01 -1.588095389824035308e+00
1.110000000000000320e+00 -9.952000499002784384e-01 -8.008824029978764969e-01
1.120000000000000329e+00 -9.998241129277269934e-01 -1.439799581454987987e-01
1.130000000000000338e+00 -9.984505585503996583e-01 4.015593311588094849e-01
1.140000000000000346e+00 -9.921097810135146577e-01 8.519651120570408409e-01
1.150000000000000355e+00 -9.816817828995609840e-01 1.221147037319479267e+00
1.160000000000000364e+00 -9.679176410037755307e-01 1.521032396575296097e+00
1.170000000000000373e+00 -9.514578565208696714e-01 1.761853056825353647e+00
1.180000000000000382e+00 -9.328480558412385326e-01 1.952389601537596775e+00
1.190000000000000391e+00 -9.125524359303019972e-01 2.100179283059513402e+00
1.200000000000000400e+00 -8.909652875830750274e-01 2.211693342223081338e+00
1.210000000000000409e+00 -8.684208788623437592e-01 2.292488364710393967e+00
1.220000000000000417e+00 -8.452019381348223614e-01 2.347335605527739233e+00
1.230000000000000426e+00 -8.215469399836539122e-01 2.380331595781819409e+00
1.240000000000000435e+00 -7.976563667932085044e-01 2.394992829280914837e+00
1.250000000000000444e+00 -7.736980930559989034e-01 2.394336893337600802e+00
1.260000000000000453e+00 -7.498120176786390312e-01 2.380952044532630207e+00
1.270000000000000462e+00 -7.261140511284853716e-01 2.357056924545322563e+00
1.280000000000000471e+00 -7.026995486346702124e-01 2.324551853889441411e+00
1.290000000000000480e+00 -6.796462673936916055e-01 2.285062924578479482e+00
1.300000000000000488e+00 -6.570169144600462863e-01 2.239979929791141355e+00
1.310000000000000497e+00 -6.348613424161432262e-01 2.190489014038719429e+00
1.320000000000000506e+00 -6.132184417526173048e-01 2.137600796590442886e+00
1.330000000000000515e+00 -5.921177719314956178e-01 2.082174610188418207e+00
1.340000000000000524e+00 -5.715809671666025604e-01 2.024939403206579058e+00
1.350000000000000533e+00 -5.516229478833024613e-01 1.966511773724568535e+00
1.360000000000000542e+00 -5.322529644826792250e-01 1.907411536276974573e+00
1.370000000000000551e+00 -5.134754963233693070e-01 1.848075164439304974e+00
1.380000000000000560e+00 -4.952910256544502121e-01 1.788867403362617736e+00
1.390000000000000568e+00 -4.776967035062616995e-01 1.730091304556386600e+00
1.400000000000000577e+00 -4.606869222061442115e-01 1.671996899539967885e+00
1.410000000000000586e+00 -4.442538071762406893e-01 1.614788698507028331e+00
1.420000000000000595e+00 -4.283876389427361819e-01 1.558632174090450295e+00
1.430000000000000604e+00 -4.130772147994229426e-01 1.503659368015578757e+00
1.440000000000000613e+00 -3.983101582885581471e-01 1.449973739327737210e+00
1.450000000000000622e+00 -3.840731835591067456e-01 1.397654356502377127e+00
1.460000000000000631e+00 -3.703523207114362004e-01 1.346759521692047823e+00
1.470000000000000639e+00 -3.571331074168625497e-01 1.297329903293585218e+00
1.480000000000000648e+00 -3.444007513918045382e-01 1.249391242642870825e+00
1.490000000000000657e+00 -3.321402676939688159e-01 1.202956691718012783e+00
1.500000000000000666e+00 -3.203365942785739162e-01 1.158028831046152840e+00
1.510000000000000675e+00 -3.089746887945919451e-01 1.114601410386750757e+00
1.520000000000000684e+00 -2.980396092045177747e-01 1.072660849053691745e+00
1.530000000000000693e+00 -2.875165804677953796e-01 1.032187527810759287e+00
1.540000000000000702e+00 -2.773910492304778042e-01 9.931569000196368568e-01
1.550000000000000711e+00 -2.676487282057417594e-01 9.555404460423323476e-01
1.560000000000000719e+00 -2.582756317061397078e-01 9.193064917201374531e-01
